Time,A*B
(s),(W)

0.00000000,4.51865600
0.00066700,4.49350200
0.00133400,4.51821900
0.00200100,4.54383600
0.00266800,4.44090700
0.00333500,4.38657300
0.00400200,4.25689600
0.00466900,4.23121500
0.00533600,4.13279500
0.00600300,4.13447900
0.00667000,4.31284700
0.00733700,4.33852000
0.00800400,4.35915800
0.00867100,4.25863200
0.00933800,4.08042700
0.01000500,4.05672900
0.01067200,4.16192000
0.01133900,4.23509700
0.01200600,4.31504300
0.01267300,4.21222900
0.01334000,4.03591500
0.01400700,4.00642000
0.01467400,3.87836100
0.01534100,3.92707000
0.01600800,3.95611100
0.01667500,3.98100400
0.01734200,4.05672900
0.01800900,4.01049900
0.01867600,4.15946300
0.01934300,4.13658400
0.02001000,4.03591500
0.02067700,4.15565300
0.02134400,3.97533200
0.02201100,3.92146900
0.02267800,3.99907700
0.02334500,3.87125300
0.02401200,3.92603400
0.02467900,3.90222300
0.02534600,3.92707000
0.02601300,3.82805200
0.02668000,3.80518400
0.02734700,3.75487500
0.02801400,3.34783100
0.02868100,3.34783100
0.02934800,3.19233000
0.03001500,3.11458000
0.03068200,3.34325700
0.03134900,3.27008100
0.03201600,3.29462400
0.03268300,3.39529300
0.03335000,3.45020400
0.03401700,3.82805200
0.03468400,3.82649200
0.03535100,3.87480700
0.03601800,3.92347000
0.03668500,3.67375500
0.03735200,3.57047900
0.03801900,3.39356600
0.03868600,3.32038900
0.03935300,3.32038900
0.04002000,3.34189500
0.04068700,3.36760900
0.04135400,3.31734600
0.04202100,3.21094200
0.04268800,3.21388800
0.04335500,3.14202100
0.04402200,3.14362100
0.04468900,3.19525500
0.04535600,3.24429000
0.04602300,3.24263900
0.04669000,3.09045300
0.04735700,2.91334400
0.04802400,2.91334400
0.04869100,2.91482700
0.04935800,3.01549600
0.05002500,3.03683000
0.05069200,3.01273400
0.05135900,3.06021500
0.05202600,3.11045700
0.05269300,3.11045700
0.05336000,3.06021500
0.05402700,2.93352100
0.05469400,2.91215800
0.05536100,2.85729700
0.05602800,2.88472700
0.05669500,2.91334400
0.05736200,2.78528500
0.05802900,2.93621200
0.05869600,3.04295200
0.05936300,3.11616500
0.06003000,3.19233000
0.06069700,3.19103000
0.06136400,2.96244600
0.06203100,2.91334400
0.06269800,2.70891300
0.06336500,2.48113000
0.06403200,2.50859600
0.06469900,2.45366300
0.06536600,2.58078900
0.06603300,2.68145800
0.06670000,2.68145800
0.06736700,2.68009400
0.06803400,2.68009400
0.06870100,2.70753500
0.06936800,2.80958200
0.07003500,2.78670300
0.07070200,2.86108100
0.07136900,2.88737200
0.07203600,2.75672100
0.07270300,2.70753500
0.07337000,2.60585500
0.07403700,2.52813600
0.07470400,2.45141700
0.07537100,2.42854900
0.07603800,2.40110800
0.07670500,2.04541300
0.07737200,1.97119500
0.07803900,1.99406300
0.07870600,2.04541300
0.07937300,2.20099200
0.08004000,2.20099200
0.08070700,2.14608200
0.08137400,1.96762300
0.08204100,1.96662200
0.08270800,1.99507800
0.08337500,1.99325000
0.08404200,2.07096900
0.08470900,2.09468100
0.08537600,2.12125800
0.08604300,2.09468100
0.08671000,2.17154600
0.08737700,2.27553500
0.08804400,2.29838200
0.08871100,2.32485000
0.08937800,2.27460700
0.09004500,2.21979800
0.09071200,2.24720300
0.09137900,2.14562300
0.09204600,2.01882800
0.09271300,1.89171000
0.09338000,1.97119500
0.09404700,2.04624500
0.09471400,2.22387100
0.09538100,2.42978500
0.09604800,2.12125800
0.09671500,2.09382700
0.09738200,1.91631300
0.09804900,1.86600400
0.09871600,2.07286800
0.09938300,2.04437200
0.10005000,2.09468100
0.10071700,2.09468100
0.10138400,2.07096900
0.10205100,2.09382700
0.10271800,2.17154600
0.10338500,2.09382700
0.10405200,2.04353900
0.10471900,2.14956300
0.10538600,2.07096900
0.10605300,2.27553500
0.10672000,2.29955300
0.10738700,2.22640600
0.10805400,2.22731300
0.10872100,2.02253300
0.10938800,2.07286800
0.11005500,1.97119500
0.11072200,1.89344500
0.11138900,1.86600400
0.11205600,1.86600400
0.11272300,1.91728800
0.11339000,1.89440900
0.11405700,1.86695400
0.11472400,1.76628500
0.11539100,1.76538600
0.11605800,1.89440900
0.11672500,1.91728800
0.11739200,1.91728800
0.11805900,1.97219900
0.11872600,1.84313600
0.11939300,1.94296200
0.12006000,1.99142300
0.12072700,2.04353900
0.12139400,2.14868800
0.12206100,2.17154600
0.12272800,2.25132700
0.12339500,2.19897600
0.12406200,2.17154600
0.12472900,1.97119500
0.12539600,2.04437200
0.12606300,1.99507800
0.12673000,1.96762300
0.12739700,1.99507800
0.12806400,1.74340500
0.12873100,1.69376000
0.12939800,1.64340500
0.13006500,1.58782600
0.13073200,1.56415000
0.13139900,1.56208000
0.13206600,1.66171700
0.13273300,1.79045400
0.13340000,1.91912600
0.13406700,2.09925400
0.13473400,2.09925400
0.13540100,2.17154600
