Time,A*B
(s),(W)

0.00000000,6.06908600
0.00066700,6.03918300
0.00133400,5.76031200
0.00200100,5.83505700
0.00266800,5.78479300
0.00333500,5.73453100
0.00400200,5.86546000
0.00466900,5.88831800
0.00533600,5.86546000
0.00600300,5.73745300
0.00667000,5.86247300
0.00733700,5.91273600
0.00800400,5.91032600
0.00867100,6.01081000
0.00933800,5.98797300
0.01000500,5.93860700
0.01067200,5.91574900
0.01133900,5.88831800
0.01200600,5.96846800
0.01267300,6.01081000
0.01334000,5.98340500
0.01400700,5.98340500
0.01467400,5.90731200
0.01534100,5.75503100
0.01600800,5.70711500
0.01667500,5.68259300
0.01734200,5.55458600
0.01800900,5.50429800
0.01867600,5.35343200
0.01934300,5.27571300
0.02001000,5.30314400
0.02067700,5.20468700
0.02134400,5.22755500
0.02201100,5.20256700
0.02267800,5.10406900
0.02334500,5.12484800
0.02401200,5.15227800
0.02467900,5.17724600
0.02534600,5.30314400
0.02601300,5.27786400
0.02668000,5.22755500
0.02734700,5.33057400
0.02801400,5.27786400
0.02868100,5.25285500
0.02934800,5.22542600
0.03001500,5.09741900
0.03068200,5.09741900
0.03134900,5.15227800
0.03201600,5.04713000
0.03268300,4.89826000
0.03335000,4.87340600
0.03401700,4.77020100
0.03468400,4.84597600
0.03535100,4.81609200
0.03601800,4.61739300
0.03668500,4.53967400
0.03735200,4.38880900
0.03801900,4.28366000
0.03868600,4.28147800
0.03935300,4.22949100
0.04002000,4.20208600
0.04068700,4.28147800
0.04135400,4.30713800
0.04202100,4.27973300
0.04268800,4.38657300
0.04335500,4.25298900
0.04402200,4.20450900
0.04468900,4.17711800
0.04535600,4.10240100
0.04602300,4.17924800
0.04669000,4.10160200
0.04735700,4.15184400
0.04802400,4.15184400
0.04869100,4.12900600
0.04935800,4.17924800
0.05002500,4.10327400
0.05069200,3.97533200
0.05135900,3.97735800
0.05202600,3.90421100
0.05269300,3.87480700
0.05336000,3.82649200
0.05402700,3.67375500
0.05469400,3.62533900
0.05536100,3.51839700
0.05602800,3.49412600
0.05669500,3.62201500
0.05736200,3.64485300
0.05802900,3.67562700
0.05869600,3.72743400
0.05936300,3.74877400
0.06003000,3.67225800
0.06069700,3.69321100
0.06136400,3.66888800
0.06203100,3.51973600
0.06269800,3.64485300
0.06336500,3.67225800
0.06403200,3.64485300
0.06469900,3.57177300
0.06536600,3.31599400
0.06603300,3.23966700
0.06670000,3.06146300
0.06736700,3.03281000
0.06803400,3.21094200
0.06870100,3.26575200
0.06936800,3.39045600
0.07003500,3.21846000
0.07070200,2.91334400
0.07136900,2.78415000
0.07203600,2.65479100
0.07270300,2.78273200
0.07337000,2.88325800
0.07403700,2.86186900
0.07470400,2.96244600
0.07537100,3.04140300
0.07603800,2.96244600
0.07670500,2.88325800
0.07737200,2.85729700
0.07803900,2.85584200
0.07870600,3.06146300
0.07937300,3.06302300
0.08004000,3.03281000
0.08070700,2.95973000
0.08137400,2.88208300
0.08204100,2.90800500
0.08270800,2.83039700
0.08337500,2.83184100
0.08404200,2.90948800
0.08470900,2.80557900
0.08537600,2.86186900
0.08604300,2.88472700
0.08671000,2.70753500
0.08737700,2.75672100
0.08804400,2.73497600
0.08871100,2.65857900
0.08937800,2.65722600
0.09004500,2.63112400
0.09071200,2.60691700
0.09137900,2.62871400
0.09204600,2.62978500
0.09271300,2.70505400
0.09338000,2.75531700
0.09404700,2.75278900
0.09471400,2.90681800
0.09538100,2.98104700
0.09604800,3.00843800
0.09671500,3.03281000
0.09738200,2.90948800
0.09804900,2.83039700
0.09871600,2.80757100
0.09938300,2.75278900
0.10005000,2.68111400
0.10071700,2.60585500
0.10138400,2.52916700
0.10205100,2.45724100
0.10271800,2.73748300
0.10338500,2.75924800
0.10405200,2.65722600
0.10471900,2.58078900
0.10538600,2.35079900
0.10605300,2.37824000
0.10672000,2.50299900
0.10738700,2.70753500
0.10805400,2.75672100
0.10872100,2.93501600
0.10938800,3.31903700
0.11005500,3.36760900
0.11072200,3.34189500
0.11138900,3.29160700
0.11205600,2.96093700
0.11272300,2.98987600
0.11339000,3.03861600
0.11405700,3.04016400
0.11472400,3.09171200
0.11539100,3.06583100
0.11605800,3.14362100
0.11672500,3.06583100
0.11739200,2.93770700
0.11805900,2.96365300
0.11872600,2.80958200
0.11939300,2.83559400
0.12006000,2.93501600
0.12072700,2.85584200
0.12139400,3.03559300
0.12206100,2.96365300
0.12272800,2.91482700
0.12339500,2.98925800
0.12406200,2.93621200
0.12472900,3.09045300
0.12539600,3.18940400
0.12606300,3.18940400
0.12673000,3.21846000
0.12739700,3.09045300
0.12806400,3.14074100
0.12873100,3.24131800
0.12939800,3.19103000
0.13006500,3.36932500
0.13073200,3.31903700
0.13139900,3.26708400
0.13206600,3.33713000
0.13273300,3.38907400
0.13340000,3.54762000
0.13406700,3.57193400
0.13473400,3.63198600
0.13540100,3.45336400
