Time,A*B
(s),(W)

0.00000000,5.30314400
0.00066700,5.07197600
0.00133400,5.12223800
0.00200100,5.09482200
0.00266800,5.19991700
0.00333500,5.40372100
0.00400200,5.50606300
0.00466900,5.57917300
0.00533600,5.55915800
0.00600300,5.53172800
0.00667000,5.35343200
0.00733700,5.38305500
0.00800400,5.43336400
0.00867100,5.53172800
0.00933800,5.53398200
0.01000500,5.53172800
0.01067200,5.53172800
0.01133900,5.60944700
0.01200600,5.78774100
0.01267300,5.91574900
0.01334000,6.06352400
0.01400700,6.14120300
0.01467400,6.18894200
0.01534100,6.26914500
0.01600800,6.06352400
0.01667500,6.09094000
0.01734200,6.01326100
0.01800900,5.88531900
0.01867600,5.98889500
0.01934300,6.01877700
0.02001000,5.94102700
0.02067700,6.06661400
0.02134400,5.98584600
0.02201100,5.91574900
0.02267800,6.04621800
0.02334500,6.06908600
0.02401200,6.25063500
0.02467900,6.42320400
0.02534600,6.41993300
0.02601300,6.36967000
0.02668000,6.39251800
0.02734700,6.31940700
0.02801400,6.31940700
0.02868100,6.41993300
0.02934800,6.44472100
0.03001500,6.44472100
0.03068200,6.64840100
0.03134900,6.70207600
0.03201600,6.80722500
0.03268300,6.83008400
0.03335000,6.87686800
0.03401700,6.90428400
0.03468400,6.88037200
0.03535100,6.91061700
0.03601800,6.70822100
0.03668500,6.78601100
0.03735200,6.73567600
0.03801900,6.73567600
0.03868600,6.83634600
0.03935300,6.78255800
0.04002000,6.83008400
0.04068700,6.83008400
0.04135400,6.83008400
0.04202100,6.93066100
0.04268800,7.34052900
0.04335500,7.57378100
0.04402200,7.64695600
0.04468900,7.82930900
0.04535600,7.62409000
0.04602300,7.41148200
0.04669000,7.43586500
0.04735700,7.17642500
0.04802400,7.04860100
0.04869100,7.18301400
0.04935800,7.26069300
0.05002500,7.33753900
0.05069200,7.59664700
0.05135900,7.54633900
0.05202600,7.42205700
0.05269300,7.56920700
0.05336000,7.36497000
0.05402700,7.39240000
0.05469400,7.33753900
0.05536100,7.18667400
0.05602800,7.24359800
0.05669500,7.29022100
0.05736200,7.41525800
0.05802900,7.33753900
0.05869600,7.31468100
0.05936300,7.23991200
0.06003000,7.32138700
0.06069700,7.44951200
0.06136400,7.44572100
0.06203100,7.62409000
0.06269800,7.56227000
0.06336500,7.54326500
0.06403200,7.61710300
0.06469900,7.48610700
0.06536600,7.46174400
0.06603300,7.45490000
0.06670000,7.33538100
0.06736700,7.18008600
0.06803400,7.10243900
0.06870100,7.08248900
0.06936800,7.08248900
0.07003500,7.21704400
0.07070200,7.37172200
0.07136900,7.25023200
0.07203600,7.30061300
0.07270300,7.37847400
0.07337000,7.22275200
0.07403700,7.27105300
0.07470400,7.22071800
0.07537100,7.18960300
0.07603800,7.26735300
0.07670500,7.26735300
0.07737200,7.36797100
0.07803900,7.36497000
0.07870600,7.38863500
0.07937300,7.46174400
0.08004000,7.43586500
0.08070700,7.53942300
0.08137400,7.56227000
0.08204100,7.51200700
0.08270800,7.46554700
0.08337500,7.23696300
0.08404200,7.13638600
0.08470900,7.18960300
0.08537600,7.05866700
0.08604300,7.08248900
0.08671000,7.00480900
0.08737700,6.92430700
0.08804400,6.95454600
0.08871100,6.93066100
0.08937800,6.93066100
0.09004500,6.93348500
0.09071200,7.00837900
0.09137900,7.00480900
0.09204600,7.03222600
0.09271300,6.97911700
0.09338000,7.03222600
0.09404700,7.00195400
0.09471400,6.97454900
0.09538100,7.15559800
0.09604800,6.99838400
0.09671500,7.10243900
0.09738200,7.18008600
0.09804900,7.09881800
0.09871600,7.23032900
0.09938300,7.26069300
0.10005000,7.31095600
0.10071700,7.10895600
0.10138400,7.13929400
0.10205100,6.78255800
0.10271800,6.68194000
0.10338500,6.47613000
0.10405200,6.29776300
0.10471900,6.45063400
0.10538600,6.37291600
0.10605300,6.72607900
0.10672000,6.62555300
0.10738700,6.59813700
0.10805400,6.52378100
0.10872100,6.39577500
0.10938800,6.46755800
0.11005500,6.69593200
0.11072200,6.77358000
0.11138900,6.72333800
0.11205600,6.62555300
0.11272300,6.39251800
0.11339000,6.36707400
0.11405700,6.31940700
0.11472400,6.31683100
0.11539100,6.28942600
0.11605800,6.23918400
0.11672500,6.26658900
0.11739200,6.21431300
0.11805900,6.19146600
0.11872600,6.06661400
0.11939300,5.96603700
0.12006000,5.88831800
0.12072700,5.71002300
0.12139400,5.58201600
0.12206100,5.50149400
0.12272800,5.44900900
0.12339500,5.50149400
0.12406200,5.67969900
0.12472900,5.67738400
0.12539600,5.72996200
0.12606300,5.70711500
0.12673000,5.70478800
0.12739700,5.70478800
0.12806400,5.70478800
0.12873100,5.62197700
0.12939800,5.49420500
0.13006500,5.47362300
0.13073200,5.32297300
0.13139900,5.37812200
0.13206600,5.32785900
0.13273300,5.30314400
0.13340000,5.40372100
0.13406700,5.32329000
0.13473400,5.30044300
0.13540100,5.24804000
