Time,A*B
(s),(W)

0.00000000,9.34907600
0.00066700,9.27120600
0.00133400,9.37650700
0.00200100,9.27971000
0.00266800,9.65537900
0.00333500,9.65931400
0.00400200,9.68675500
0.00466900,9.78737400
0.00533600,9.94793500
0.00600300,10.12639000
0.00667000,10.22706000
0.00733700,10.45586000
0.00800400,10.77983000
0.00867100,10.77544000
0.00933800,10.80287000
0.01000500,10.82573000
0.01067200,10.80287000
0.01133900,10.88045000
0.01200600,11.00851000
0.01267300,10.98116000
0.01334000,10.93076000
0.01400700,11.01411000
0.01467400,11.03595000
0.01534100,11.19827000
0.01600800,11.22573000
0.01667500,11.26463000
0.01734200,11.34815000
0.01800900,11.31033000
0.01867600,11.43833000
0.01934300,11.54361000
0.02001000,11.65016000
0.02067700,11.81054000
0.02134400,11.98907000
0.02201100,12.11725000
0.02267800,12.16265000
0.02334500,12.24044000
0.02401200,12.35770000
0.02467900,12.38514000
0.02534600,12.53096000
0.02601300,12.64736000
0.02668000,12.65252000
0.02734700,12.82550000
0.02801400,12.84834000
0.02868100,12.97056000
0.02934800,13.09328000
0.03001500,13.09862000
0.03068200,13.23341000
0.03134900,13.40504000
0.03201600,13.40504000
0.03268300,13.40504000
0.03335000,13.46220000
0.03401700,13.49194000
0.03468400,13.75391000
0.03535100,13.98292000
0.03601800,14.04791000
0.03668500,14.06363000
0.03735200,14.14138000
0.03801900,14.18591000
0.03868600,14.28649000
0.03935300,14.37006000
0.04002000,14.37006000
0.04068700,14.56324000
0.04135400,14.72489000
0.04202100,14.84855000
0.04268800,15.06231000
0.04335500,15.02717000
0.04402200,15.15541000
0.04468900,15.32000000
0.04535600,15.36252000
0.04602300,15.51802000
0.04669000,15.56833000
0.04735700,15.62659000
0.04802400,15.57625000
0.04869100,15.62659000
0.04935800,15.63295000
0.05002500,15.62659000
0.05069200,15.19188000
0.05135900,15.33403000
0.05202600,15.40406000
0.05269300,15.46228000
0.05336000,16.10709000
0.05402700,16.11819000
0.05469400,16.27753000
0.05536100,16.37829000
0.05602800,16.54849000
0.05669500,16.98338000
0.05736200,17.04558000
0.05802900,17.29712000
0.05869600,17.35201000
0.05936300,17.11635000
0.06003000,17.26722000
0.06069700,17.34494000
0.06136400,17.53716000
0.06203100,17.77468000
0.06269800,17.75905000
0.06336500,17.88254000
0.06403200,18.01060000
0.06469900,17.96029000
0.06536600,18.10841000
0.06603300,18.15870000
0.06670000,18.13865000
0.06736700,18.28213000
0.06803400,18.39477000
0.06870100,18.41764000
0.06936800,18.41764000
0.07003500,18.37668000
0.07070200,18.46198000
0.07136900,18.47137000
0.07203600,18.49133000
0.07270300,18.63293000
0.07337000,18.72407000
0.07403700,18.89474000
0.07470400,18.97245000
0.07537100,19.12332000
0.07603800,19.10046000
0.07670500,19.04047000
0.07737200,19.30161000
0.07803900,19.36436000
0.07870600,19.65821000
0.07937300,19.76336000
0.08004000,19.64819000
0.08070700,19.62535000
0.08137400,19.45705000
0.08204100,19.38723000
0.08270800,19.48785000
0.08337500,19.52523000
0.08404200,19.60302000
0.08470900,19.83181000
0.08537600,19.91770000
0.08604300,20.05039000
0.08671000,20.02295000
0.08737700,19.90502000
0.08804400,19.85469000
0.08871100,19.74397000
0.08937800,19.75878000
0.09004500,19.82640000
0.09071200,19.95434000
0.09137900,20.21022000
0.09204600,20.27081000
0.09271300,20.32110000
0.09338000,20.19309000
0.09404700,20.06060000
0.09471400,20.13382000
0.09538100,20.26194000
0.09604800,20.22876000
0.09671500,20.15101000
0.09738200,20.06508000
0.09804900,19.92692000
0.09871600,19.90408000
0.09938300,19.75800000
0.10005000,19.77613000
0.10071700,19.83650000
0.10138400,19.69366000
0.10205100,19.91313000
0.10271800,19.86277000
0.10338500,19.84459000
0.10405200,19.95434000
0.10471900,19.85382000
0.10538600,19.86856000
0.10605300,19.70849000
0.10672000,19.73593000
0.10738700,19.83650000
0.10805400,19.80355000
0.10872100,19.85382000
0.10938800,19.74524000
0.11005500,19.55713000
0.11072200,19.68039000
0.11138900,19.57196000
0.11205600,19.71783000
0.11272300,19.67561000
0.11339000,19.53477000
0.11405700,19.58506000
0.11472400,19.50734000
0.11539100,19.55763000
0.11605800,19.44714000
0.11672500,19.31920000
0.11739200,19.20104000
0.11805900,19.10046000
0.11872600,19.05794000
0.11939300,19.05794000
0.12006000,19.07303000
0.12072700,19.02274000
0.12139400,19.06332000
0.12206100,19.09073000
0.12272800,18.99989000
0.12339500,19.00530000
0.12406200,18.93538000
0.12472900,18.87741000
0.12539600,18.81757000
0.12606300,18.80433000
0.12673000,18.90482000
0.12739700,18.93538000
0.12806400,18.82717000
0.12873100,18.71714000
0.12939800,18.45396000
0.13006500,18.30337000
0.13073200,18.31084000
0.13139900,18.21513000
0.13206600,18.24253000
0.13273300,18.26994000
0.13340000,18.37042000
0.13406700,18.26994000
0.13473400,18.19229000
0.13540100,18.02151000
