Time,A*B
(s),(W)

0.00000000,2.80700900
0.00066700,3.06146300
0.00133400,3.06021500
0.00200100,3.16069900
0.00266800,3.08305200
0.00333500,3.03404700
0.00400200,3.06146300
0.00466900,3.08887900
0.00533600,3.06302300
0.00600300,3.11331100
0.00667000,3.06302300
0.00733700,3.21519800
0.00800400,3.34325700
0.00867100,3.36932500
0.00933800,3.46990200
0.01000500,3.44528800
0.01067200,3.51696300
0.01133900,3.51839700
0.01200600,3.57323000
0.01267300,3.44704300
0.01334000,3.44844800
0.01400700,3.49875700
0.01467400,3.47449700
0.01534100,3.50196300
0.01600800,3.45160800
0.01667500,3.50053800
0.01734200,3.64968400
0.01800900,3.70305700
0.01867600,3.77428100
0.01934300,3.72401800
0.02001000,3.51839700
0.02067700,3.72401800
0.02134400,3.67712500
0.02201100,3.75334500
0.02267800,3.97990200
0.02334500,3.82454300
0.02401200,3.87322700
0.02467900,3.90063200
0.02534600,3.90222300
0.02601300,4.05301100
0.02668000,4.05301100
0.02734700,4.05301100
0.02801400,3.95248500
0.02868100,3.79906300
0.02934800,3.79906300
0.03001500,3.80254600
0.03068200,3.83000100
0.03134900,3.90779100
0.03201600,4.03755800
0.03268300,4.01009100
0.03335000,4.05879400
0.03401700,4.13447900
0.03468400,4.18095300
0.03535100,4.35738000
0.03601800,4.48527000
0.03668500,4.53736200
0.03735200,4.53736200
0.03801900,4.53967400
0.03868600,4.59183300
0.03935300,4.64214200
0.04002000,4.64214200
0.04068700,4.61739300
0.04135400,4.53967400
0.04202100,4.46195600
0.04268800,4.46377400
0.04335500,4.41571100
0.04402200,4.41571100
0.04468900,4.44316700
0.04535600,4.41571100
0.04602300,4.39462000
0.04669000,4.57315200
0.04735700,4.59604100
0.04802400,4.80008500
0.04869100,4.84795100
0.04935800,4.69053900
0.05002500,4.73841300
0.05069200,4.79324500
0.05135900,4.91918100
0.05202600,5.01966600
0.05269300,5.12223800
0.05336000,4.97145000
0.05402700,5.04713000
0.05469400,5.12484800
0.05536100,5.09949600
0.05602800,5.17988200
0.05669500,5.10406900
0.05736200,5.10406900
0.05802900,5.07456100
0.05869600,4.94655300
0.05936300,4.94856900
0.06003000,4.87787400
0.06069700,5.30800600
0.06136400,5.38579600
0.06203100,5.38579600
0.06269800,5.38305500
0.06336500,4.99684100
0.06403200,5.04713000
0.06469900,5.09741900
0.06536600,5.25285500
0.06603300,5.27571300
0.06670000,5.38086200
0.06736700,5.35070600
0.06803400,5.30044300
0.06870100,5.38086200
0.06936800,5.35070600
0.07003500,5.40372100
0.07070200,5.40867500
0.07136900,5.33088500
0.07203600,5.43336400
0.07270300,5.35343200
0.07337000,5.29828200
0.07403700,5.34852500
0.07470400,5.27759600
0.07537100,5.37812200
0.07603800,5.40372100
0.07670500,5.33057400
0.07737200,5.28055000
0.07803900,5.23021700
0.07870600,5.35561400
0.07937300,5.20468700
0.08004000,5.17250200
0.08070700,5.20256700
0.08137400,5.07456100
0.08204100,5.25499600
0.08270800,5.35834000
0.08337500,5.43613000
0.08404200,5.45623200
0.08470900,5.47864800
0.08537600,5.52665700
0.08604300,5.45123100
0.08671000,5.43613000
0.08737700,5.48646500
0.08804400,5.32871500
0.08871100,5.35343200
0.08937800,5.47864800
0.09004500,5.47864800
0.09071200,5.52891000
0.09137900,5.52383900
0.09204600,5.39601500
0.09271300,5.37592900
0.09338000,5.60658900
0.09404700,5.53172800
0.09471400,5.50606300
0.09538100,5.60430400
0.09604800,5.27759600
0.09671500,5.33274700
0.09738200,5.25767100
0.09804900,5.10416900
0.09871600,5.15452400
0.09938300,5.20733600
0.10005000,5.38305500
0.10071700,5.38086200
0.10138400,5.33057400
0.10205100,5.37812200
0.10271800,5.27571300
0.10338500,5.19991700
0.10405200,5.32568700
0.10471900,5.30044300
0.10538600,5.42617200
0.10605300,5.45123100
0.10672000,5.35070600
0.10738700,5.30044300
0.10805400,5.22542600
0.10872100,5.25499600
0.10938800,5.53172800
0.11005500,5.43115100
0.11072200,5.33057400
0.11138900,5.48144000
0.11205600,5.15227800
0.11272300,5.09482200
0.11339000,5.04250300
0.11405700,4.79129200
0.11472400,4.84350800
0.11539100,4.97398300
0.11605800,4.94655300
0.11672500,5.02171300
0.11739200,5.02171300
0.11805900,4.94403400
0.11872600,4.99226000
0.11939300,5.02171300
0.12006000,5.04455900
0.12072700,5.04250300
0.12139400,5.07197600
0.12206100,5.04250300
0.12272800,4.99226000
0.12339500,4.98971600
0.12406200,5.04707100
0.12472900,4.99429700
0.12539600,4.89626500
0.12606300,4.85239400
0.12673000,4.82296400
0.12739700,4.88035600
0.12806400,4.92620300
0.12873100,4.97398300
0.12939800,4.87787400
0.13006500,4.74733400
0.13073200,4.72421700
0.13139900,4.57315200
0.13206600,4.54152400
0.13273300,4.67196000
0.13340000,4.72229500
0.13406700,4.82541800
0.13473400,4.87577800
0.13540100,4.79764200
