Time,A*B
(s),(W)

0.00000000,3.14650000
0.00066700,3.34666100
0.00133400,3.37241400
0.00200100,3.42274900
0.00266800,3.52162500
0.00333500,3.42274900
0.00400200,3.42100700
0.00466900,3.39356600
0.00533600,3.36932500
0.00600300,3.44704300
0.00667000,3.44844800
0.00733700,3.52162500
0.00800400,3.60120700
0.00867100,3.62408700
0.00933800,3.72933200
0.01000500,3.75221100
0.01067200,3.65154200
0.01133900,3.49875700
0.01200600,3.42100700
0.01267300,3.32038900
0.01334000,3.31903700
0.01400700,3.49875700
0.01467400,3.49875700
0.01534100,3.49875700
0.01600800,3.57650700
0.01667500,3.52162500
0.01734200,3.59937500
0.01800900,3.75030200
0.01867600,3.77774300
0.01934300,3.87836100
0.02001000,3.90580200
0.02067700,4.28366000
0.02134400,4.26080200
0.02201100,4.18308400
0.02267800,4.20836900
0.02334500,3.90222300
0.02401200,3.95248500
0.02467900,4.00274800
0.02534600,4.00478800
0.02601300,4.03386100
0.02668000,4.08624900
0.02734700,4.11289300
0.02801400,4.13826800
0.02868100,4.08624900
0.02934800,4.03591500
0.03001500,3.95248500
0.03068200,3.85392300
0.03134900,3.75030200
0.03201600,3.75030200
0.03268300,3.80712200
0.03335000,3.90779100
0.03401700,3.98355200
0.03468400,3.92867000
0.03535100,3.95449900
0.03601800,3.87480700
0.03668500,3.87678100
0.03735200,4.03221800
0.03801900,3.95449900
0.03868600,3.95611100
0.03935300,4.03221800
0.04002000,4.00274800
0.04068700,4.13279500
0.04135400,4.30889500
0.04202100,4.31109000
0.04268800,4.26080200
0.04335500,4.23121500
0.04402200,4.10327400
0.04468900,4.15184400
0.04535600,4.14972700
0.04602300,4.10160200
0.04669000,4.22949100
0.04735700,4.18308400
0.04802400,4.08832800
0.04869100,4.06086000
0.04935800,3.96376400
0.05002500,3.93427000
0.05069200,4.01213100
0.05135900,4.09207100
0.05202600,4.18904900
0.05269300,4.13868900
0.05336000,4.23337200
0.05402700,4.23121500
0.05469400,4.18478800
0.05536100,4.28540600
0.05602800,4.21608900
0.05669500,4.26470800
0.05736200,4.31109000
0.05802900,4.28147800
0.05869600,4.40537500
0.05936300,4.45786500
0.06003000,4.43502800
0.06069700,4.43683700
0.06136400,4.46834700
0.06203100,4.36537700
0.06269800,4.34426500
0.06336500,4.41975600
0.06403200,4.31723800
0.06469900,4.28758700
0.06536600,4.23940900
0.06603300,4.05879400
0.06670000,3.95973600
0.06736700,3.98100400
0.06803400,3.98100400
0.06870100,4.08624900
0.06936800,4.21437400
0.07003500,4.18862300
0.07070200,4.31504300
0.07136900,4.31284700
0.07203600,4.26253800
0.07270300,4.28540600
0.07337000,4.26080200
0.07403700,4.28366000
0.07470400,4.35738000
0.07537100,4.43502800
0.07603800,4.43683700
0.07670500,4.33394900
0.07737200,4.28758700
0.07803900,4.31109000
0.07870600,4.15810600
0.07937300,4.21051400
0.08004000,4.13279500
0.08070700,3.90779100
0.08137400,3.90938100
0.08204100,3.83000100
0.08270800,3.85549400
0.08337500,3.90580200
0.08404200,3.95449900
0.08470900,4.08042700
0.08537600,4.00478800
0.08604300,4.08042700
0.08671000,4.12900600
0.08737700,4.10327400
0.08804400,4.20836900
0.08871100,4.23121500
0.08937800,4.26080200
0.09004500,4.28147800
0.09071200,4.33233300
0.09137900,4.25863200
0.09204600,4.18095300
0.09271300,4.15810600
0.09338000,4.05672900
0.09404700,3.95449900
0.09471400,3.85392300
0.09538100,3.75487500
0.09604800,4.13447900
0.09671500,4.13279500
0.09738200,4.11161100
0.09804900,4.05672900
0.09871600,3.54906600
0.09938300,3.62866300
0.10005000,3.52341800
0.10071700,3.62681600
0.10138400,3.64633900
0.10205100,3.67375500
0.10271800,3.80014700
0.10338500,3.77274200
0.10405200,3.67225800
0.10471900,3.64150800
0.10538600,3.64150800
0.10605300,3.61869100
0.10672000,3.82103600
0.10738700,3.87322700
0.10805400,3.85039000
0.10872100,3.77620400
0.10938800,3.77620400
0.11005500,3.75487500
0.11072200,3.83000100
0.11138900,3.87836100
0.11205600,3.80518400
0.11272300,3.77774300
0.11339000,3.72743400
0.11405700,3.54906600
0.11472400,3.39529300
0.11539100,3.16650000
0.11605800,3.01549600
0.11672500,3.01672400
0.11739200,3.14490100
0.11805900,3.19525500
0.11872600,3.27174500
0.11939300,3.41961400
0.12006000,3.41787200
0.12072700,3.44388300
0.12139400,3.41787200
0.12206100,3.26708400
0.12272800,3.28993000
0.12339500,3.36932500
0.12406200,3.36760900
0.12472900,3.39502500
0.12539600,3.34019300
0.12606300,3.31599400
0.12673000,3.26708400
0.12739700,3.29160700
0.12806400,3.19233000
0.12873100,2.98652100
0.12939800,2.93621200
0.13006500,2.88590300
0.13073200,2.85846200
0.13139900,2.88590300
0.13206600,2.88590300
0.13273300,2.75784400
0.13340000,2.83559400
0.13406700,2.91482700
0.13473400,2.93770700
0.13540100,3.01549600
