Time,A*B
(s),(W)

0.00000000,8.34180600
0.00066700,8.21368200
0.00133400,8.16334700
0.00200100,8.10558100
0.00266800,7.89261300
0.00333500,8.02377400
0.00400200,7.97351100
0.00466900,8.05529200
0.00533600,8.08555700
0.00600300,8.03113400
0.00667000,8.15171600
0.00733700,8.07074500
0.00800400,8.12098800
0.00867100,8.14839300
0.00933800,8.15586900
0.01000500,8.12844000
0.01067200,8.12430000
0.01133900,7.91867900
0.01200600,7.77184900
0.01267300,7.90307500
0.01334000,7.70118400
0.01400700,7.72864000
0.01467400,7.72470700
0.01534100,7.69726600
0.01600800,7.80245700
0.01667500,7.80642900
0.01734200,7.72864000
0.01800900,7.46858900
0.01867600,7.51889800
0.01934300,7.49603000
0.02001000,7.49603000
0.02067700,7.62409000
0.02134400,7.46554700
0.02201100,7.46174400
0.02267800,7.43586500
0.02334500,7.26069300
0.02401200,7.33753900
0.02467900,7.28725100
0.02534600,7.37172200
0.02601300,7.49603000
0.02668000,7.52347100
0.02734700,7.57763600
0.02801400,7.59355300
0.02868100,7.49603000
0.02934800,7.54633900
0.03001500,7.54633900
0.03068200,7.54633900
0.03134900,7.59664700
0.03201600,7.67127200
0.03268300,7.59355300
0.03335000,7.47239100
0.03401700,7.47619300
0.03468400,7.35099300
0.03535100,7.50366300
0.03601800,7.56920700
0.03668500,7.67127200
0.03735200,7.69021200
0.03801900,7.58968500
0.03868600,7.62098400
0.03935300,7.51351200
0.04002000,7.48610700
0.04068700,7.66423900
0.04135400,7.76076600
0.04202100,7.89583300
0.04268800,8.02786300
0.04335500,8.00043300
0.04402200,7.92594300
0.04468900,7.84956700
0.04535600,7.84556900
0.04602300,7.94609500
0.04669000,8.02050300
0.04735700,8.10145300
0.04802400,8.07403700
0.04869100,8.02786300
0.04935800,7.90307500
0.05002500,7.97625100
0.05069200,8.03522200
0.05135900,7.97625100
0.05202600,8.05072100
0.05269300,8.00369400
0.05336000,7.87563400
0.05402700,8.08144300
0.05469400,8.29147100
0.05536100,8.38787000
0.05602800,8.66332500
0.05669500,8.56274800
0.05736200,8.50465700
0.05802900,8.55489800
0.05869600,8.68633000
0.05936300,8.91479700
0.06003000,9.07020500
0.06069700,9.12049400
0.06136400,9.01991600
0.06203100,8.95404000
0.06269800,9.00439500
0.06336500,9.16003700
0.06403200,9.17919000
0.06469900,9.17078200
0.06536600,9.22940100
0.06603300,9.15630900
0.06670000,9.18292600
0.06736700,9.31583900
0.06803400,9.26168900
0.06870100,9.35288600
0.06936800,9.45807700
0.07003500,9.55480200
0.07070200,9.78338700
0.07136900,9.86512400
0.07203600,10.03940000
0.07270300,10.13998000
0.07337000,10.11255000
0.07403700,10.13481000
0.07470400,10.11255000
0.07537100,10.16284000
0.07603800,10.24473000
0.07670500,10.45054000
0.07737200,10.62890000
0.07803900,10.60146000
0.07870600,10.51943000
0.07937300,10.42840000
0.08004000,10.68465000
0.08070700,10.70208000
0.08137400,10.86311000
0.08204100,10.90789000
0.08270800,10.68465000
0.08337500,10.79520000
0.08404200,10.87859000
0.08470900,10.94634000
0.08537600,11.00130000
0.08604300,11.11936000
0.08671000,11.29782000
0.08737700,11.45465000
0.08804400,11.72198000
0.08871100,11.72198000
0.08937800,11.76749000
0.09004500,11.94579000
0.09071200,11.79492000
0.09137900,11.99608000
0.09204600,12.20180000
0.09271300,12.17933000
0.09338000,12.25708000
0.09404700,12.24044000
0.09471400,12.11232000
0.09538100,12.16817000
0.09604800,12.33483000
0.09671500,12.38514000
0.09738200,12.49212000
0.09804900,12.55394000
0.09871600,12.65928000
0.09938300,12.60377000
0.10005000,12.64770000
0.10071700,12.82616000
0.10138400,12.83727000
0.10205100,13.07117000
0.10271800,13.19923000
0.10338500,13.14892000
0.10405200,13.23341000
0.10471900,13.35696000
0.10538600,13.40729000
0.10605300,13.46220000
0.10672000,13.38441000
0.10738700,13.58341000
0.10805400,13.67845000
0.10872100,13.77201000
0.10938800,13.92169000
0.11005500,13.87254000
0.11072200,13.90704000
0.11138900,14.04076000
0.11205600,14.17604000
0.11272300,14.29959000
0.11339000,14.32704000
0.11405700,14.29231000
0.11472400,14.29231000
0.11539100,14.35450000
0.11605800,14.40483000
0.11672500,14.48852000
0.11739200,14.66108000
0.11805900,14.52556000
0.11872600,14.79851000
0.11939300,14.82594000
0.12006000,14.90516000
0.12072700,14.87623000
0.12139400,14.85485000
0.12206100,15.12768000
0.12272800,15.55406000
0.12339500,15.81343000
0.12406200,15.84086000
0.12472900,15.91858000
0.12539600,15.53456000
0.12606300,15.68200000
0.12673000,15.63174000
0.12739700,15.58484000
0.12806400,15.68999000
0.12873100,15.67692000
0.12939800,15.95605000
0.13006500,15.99164000
0.13073200,16.05668000
0.13139900,16.12638000
0.13206600,16.14929000
0.13273300,16.09072000
0.13340000,16.02568000
0.13406700,16.10343000
0.13473400,16.15374000
0.13540100,16.30467000
